query_index,row_id,rank,top1_row_id
0,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0,1,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
1,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:20,20,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
2,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:46,428,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
3,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:50,427,5399ef86-4df9-49bc-809f-8f4f92f9e659__ep6:qa:0
4,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:62,426,5399ef86-4df9-49bc-809f-8f4f92f9e659__ep6:qa:0
5,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:70,391,5399ef86-4df9-49bc-809f-8f4f92f9e659__ep6:qa:146
6,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:71,392,5399ef86-4df9-49bc-809f-8f4f92f9e659__ep6:qa:146
7,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:90,430,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
8,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:100,298,b750fab3-7fbb-43a0-b451-c64c4d4a64da__ep1:qa:150
9,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:120,421,5399ef86-4df9-49bc-809f-8f4f92f9e659__ep6:qa:0
10,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:126,420,5399ef86-4df9-49bc-809f-8f4f92f9e659__ep6:qa:0
11,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:127,419,5399ef86-4df9-49bc-809f-8f4f92f9e659__ep6:qa:0
12,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:134,372,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
13,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:140,241,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:245
14,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:150,18,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
15,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:156,23,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
16,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:166,16,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
17,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:170,385,ba045ed4-ef25-404d-b756-8dcbd45b18fa__ep2:qa:291
18,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:184,48,ba045ed4-ef25-404d-b756-8dcbd45b18fa__ep2:qa:291
19,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:185,47,ba045ed4-ef25-404d-b756-8dcbd45b18fa__ep2:qa:291
20,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:192,366,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:251
21,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:200,11,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
22,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:204,392,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:296
23,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:205,391,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:296
24,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:212,218,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:296
25,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:220,293,b750fab3-7fbb-43a0-b451-c64c4d4a64da__ep1:qa:150
26,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:224,308,b750fab3-7fbb-43a0-b451-c64c4d4a64da__ep1:qa:150
27,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:232,321,b750fab3-7fbb-43a0-b451-c64c4d4a64da__ep1:qa:150
28,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:236,444,b750fab3-7fbb-43a0-b451-c64c4d4a64da__ep1:qa:20
29,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:237,445,b750fab3-7fbb-43a0-b451-c64c4d4a64da__ep1:qa:20
30,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:240,36,b750fab3-7fbb-43a0-b451-c64c4d4a64da__ep1:qa:0
31,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:244,35,b750fab3-7fbb-43a0-b451-c64c4d4a64da__ep1:qa:0
32,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:0,423,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
33,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:1,428,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
34,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:2,427,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
35,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:3,426,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
36,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:4,425,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
37,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:5,424,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
38,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:6,430,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
39,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12,422,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
40,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:13,418,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
41,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:14,421,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
42,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:15,420,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
43,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:16,419,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
44,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:17,417,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
45,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:18,429,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
46,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:19,431,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
47,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:20,15,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:296
48,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:21,16,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:296
49,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:22,17,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:296
50,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:23,18,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:296
51,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:24,19,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:296
52,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:25,20,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:296
53,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:26,21,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:296
54,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:250,416,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
55,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:251,407,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
56,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:252,413,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
57,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:253,414,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
58,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:254,406,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
59,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:255,412,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
60,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:256,411,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
61,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:294,412,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:12
62,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:295,415,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:12
63,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:296,416,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:12
64,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:0,32,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77
65,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:1,30,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77
66,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:16,84,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
67,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:17,85,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
68,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:20,86,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
69,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:21,87,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
70,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:46,25,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:244
71,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:47,24,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:244
72,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:50,90,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
73,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:58,233,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
74,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:59,232,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
75,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:64,366,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
76,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:65,355,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
77,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:70,401,ba045ed4-ef25-404d-b756-8dcbd45b18fa__ep2:qa:291
78,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:76,386,b9dd769b-e31a-4fdb-945e-5a60db6487b0__ep2:qa:0
79,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77,401,b9dd769b-e31a-4fdb-945e-5a60db6487b0__ep2:qa:0
80,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:100,80,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
81,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:101,78,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
82,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:126,65,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
83,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:138,116,877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:200
84,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:140,375,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
85,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:141,376,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
86,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:150,52,b9dd769b-e31a-4fdb-945e-5a60db6487b0__ep2:qa:94
87,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:151,53,b9dd769b-e31a-4fdb-945e-5a60db6487b0__ep2:qa:94
88,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:164,7,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:244
89,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:165,6,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:244
90,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:172,29,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77
91,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:173,31,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77
92,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:182,3,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:244
93,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:183,2,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:244
94,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:226,59,ba045ed4-ef25-404d-b756-8dcbd45b18fa__ep2:qa:291
95,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:244,60,ba045ed4-ef25-404d-b756-8dcbd45b18fa__ep2:qa:291
96,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:0,260,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
97,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:1,259,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
98,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:2,395,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
99,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:26,331,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:20
100,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:27,330,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:20
101,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:30,393,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
102,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:31,392,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
103,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:70,398,1796b943-caad-43c6-b9bd-80b8d601f37d__ep1:qa:141
104,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:71,390,1796b943-caad-43c6-b9bd-80b8d601f37d__ep1:qa:141
105,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:72,389,1796b943-caad-43c6-b9bd-80b8d601f37d__ep1:qa:141
106,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:90,86,1796b943-caad-43c6-b9bd-80b8d601f37d__ep1:qa:41
107,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:91,85,1796b943-caad-43c6-b9bd-80b8d601f37d__ep1:qa:41
108,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:110,254,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
109,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:111,279,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
110,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:112,335,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
111,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:170,400,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
112,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:171,406,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
113,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:172,401,a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12
114,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:230,364,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77
115,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:231,353,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77
116,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:276,413,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77
117,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:277,412,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77
118,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:278,411,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77
119,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:282,71,1796b943-caad-43c6-b9bd-80b8d601f37d__ep1:qa:41
120,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:283,70,1796b943-caad-43c6-b9bd-80b8d601f37d__ep1:qa:41
121,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:284,69,1796b943-caad-43c6-b9bd-80b8d601f37d__ep1:qa:41
122,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:290,149,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:0
123,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:291,148,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:0
124,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:292,147,1796b943-caad-43c6-b9bd-80b8d601f37d__ep1:qa:141
125,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:293,153,1796b943-caad-43c6-b9bd-80b8d601f37d__ep1:qa:141
126,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:294,130,1796b943-caad-43c6-b9bd-80b8d601f37d__ep1:qa:141
127,9c553886-83c5-4dc4-be5c-dcb269b3a771__ep2:qa:295,154,1796b943-caad-43c6-b9bd-80b8d601f37d__ep1:qa:141
128,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:0,257,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
129,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:12,195,ba045ed4-ef25-404d-b756-8dcbd45b18fa__ep2:qa:291
130,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:64,60,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77
131,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:65,59,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77
132,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:70,214,ba045ed4-ef25-404d-b756-8dcbd45b18fa__ep2:qa:291
133,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:71,215,ba045ed4-ef25-404d-b756-8dcbd45b18fa__ep2:qa:291
134,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:82,200,ba045ed4-ef25-404d-b756-8dcbd45b18fa__ep2:qa:291
135,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:90,54,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:76
136,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:91,53,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:76
137,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:106,39,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:126
138,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:140,277,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
139,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:141,276,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
140,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:154,217,ba045ed4-ef25-404d-b756-8dcbd45b18fa__ep2:qa:291
141,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:160,303,b9dd769b-e31a-4fdb-945e-5a60db6487b0__ep2:qa:0
142,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:166,287,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
143,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:167,273,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
144,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:190,78,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77
145,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:191,76,33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77
146,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:198,74,b9dd769b-e31a-4fdb-945e-5a60db6487b0__ep2:qa:96
147,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:199,73,b9dd769b-e31a-4fdb-945e-5a60db6487b0__ep2:qa:96
148,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:206,338,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
149,34f07a04-eb37-45a3-95ec-189ed5f4a85b__ep5:qa:207,337,8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:0
